Date,Total Profit,Win Rate,Average Win,Average Loss,Biggest Win,Biggest Loss
2025-06-09 22:46:56.627935,455.55152244120836,37.37259343148358,10.0427595342199,-5.20684722012998,400.5,-154.489990234375
2025-06-12 15:07:02.668553,81771.31,35.8719646799117,318.9299384615384,-113.50194394213379,38495.5,-12120.21
2025-06-12 20:11:49.162602,81771.31,35.8719646799117,318.9299384615384,-113.50194394213379,38495.5,-12120.21
