Symbol,Entry Price,Entry Time,Exit Time,Exit Price,Closed Position,Profit
GOOG,4.786005020141602,2004-10-28,2004-11-04,4.573073863983154,1,-0.32
GOOG,4.606747150421143,2005-03-01,2005-03-09,4.4901299476623535,-1,0.01
GOOG,4.776844501495361,2005-04-13,2005-04-15,4.580502033233643,1,-0.3
GOOG,7.0329270362854,2005-08-11,2005-08-22,6.784341335296631,-1,0.05
GOOG,7.717032432556152,2005-09-13,2005-09-14,7.502119064331055,1,-0.25
GOOG,9.947860717773438,2006-02-01,2006-02-03,9.446975708007812,-1,0.11
GOOG,10.01124382019043,2006-04-04,2006-04-10,10.309349060058594,1,0.01
GOOG,9.18551540374756,2006-05-18,2006-05-24,9.439547538757324,-1,-0.24
GOOG,10.00827407836914,2006-06-26,2006-06-29,10.344755172729492,1,0.03
GOOG,9.46802043914795,2006-07-27,2006-08-02,9.09242057800293,-1,0.06
GOOG,10.148411750793455,2006-09-15,2006-09-20,9.829508781433104,1,-0.27
GOOG,11.295269966125488,2006-12-21,2006-12-27,11.588173866271973,-1,-0.24
GOOG,12.503531455993652,2007-01-12,2007-01-18,12.078413009643556,1,-0.28
GOOG,11.436152458190918,2007-02-09,2007-02-20,11.688944816589355,-1,-0.22
GOOG,11.674338340759276,2007-04-05,2007-04-20,11.945948600769045,1,-0.02
GOOG,12.700121879577637,2007-08-01,2007-08-08,13.018033027648926,-1,-0.24
GOOG,12.99327564239502,2007-09-13,2007-09-19,13.539715766906738,1,0.06
GOOG,15.640063285827637,2008-01-08,2008-01-09,16.172883987426758,-1,-0.28
GOOG,13.31539535522461,2008-04-21,2008-04-22,13.741504669189451,1,0.01
GOOG,13.4270601272583,2008-06-24,2008-06-26,13.093303680419922,-1,-0.02
GOOG,7.97279691696167,2009-01-07,2009-01-09,7.800965309143066,1,-0.22
GOOG,7.640029430389404,2009-03-06,2009-03-09,7.202282428741455,-1,0.14
GOOG,8.518989562988281,2009-03-25,2009-03-26,8.747271537780762,1,-0.0
GOOG,14.43427562713623,2010-01-21,2010-01-22,13.617956161499023,-1,0.12
GOOG,13.94403839111328,2010-03-15,2010-03-23,13.592947959899902,1,-0.24
GOOG,13.099245071411133,2010-04-27,2010-05-04,12.53745174407959,-1,0.06
GOOG,12.133625984191896,2010-07-23,2010-08-04,12.536214828491213,1,0.02
GOOG,11.176177024841309,2010-08-24,2010-09-02,11.468090057373049,-1,-0.24
GOOG,12.584742546081545,2010-09-20,2010-09-24,13.055420875549316,1,0.03
GOOG,14.187176704406738,2010-12-03,2010-12-07,14.537275314331056,-1,-0.24
GOOG,14.706381797790527,2010-12-31,2011-01-05,15.080251693725586,1,-0.02
GOOG,15.092381477355955,2011-03-03,2011-03-07,14.649188995361328,-1,-0.0
GOOG,13.221803665161133,2011-07-12,2011-07-15,14.796753883361816,1,0.39
GOOG,12.154918670654297,2011-08-19,2011-08-23,12.845707893371582,-1,-0.38
GOOG,14.420162200927734,2011-10-17,2011-10-24,14.76704216003418,1,-0.03
GOOG,14.383519172668455,2012-01-24,2012-01-26,14.0658540725708,-1,-0.03
GOOG,15.295904159545898,2012-03-13,2012-03-19,15.697009086608888,1,-0.02
GOOG,14.758129119873049,2012-04-20,2012-04-25,15.096343994140623,-1,-0.23
GOOG,15.239701271057127,2012-07-23,2012-07-27,15.721273422241213,1,0.0
GOOG,16.78097915649414,2012-10-25,2012-11-08,16.150354385375977,-1,0.03
GOOG,17.84613037109375,2012-12-17,2012-12-27,17.487367630004883,1,-0.23
GOOG,19.25420379638672,2013-04-09,2013-04-16,19.64341926574707,-1,-0.23
GOOG,20.31341361999512,2013-05-01,2013-05-03,20.9395809173584,1,-0.01
GOOG,21.284725189208984,2013-08-15,2013-09-05,21.77743911743164,-1,-0.24
GOOG,22.36572456359864,2013-09-18,2013-09-25,21.71974754333496,1,-0.27
GOOG,21.598922729492188,2013-10-04,2013-10-08,21.136417388916016,-1,-0.05
GOOG,25.041976928710938,2013-10-18,2013-10-29,25.65675544738769,1,-0.05
GOOG,27.68199920654297,2014-03-27,2014-04-03,28.24113273620605,-1,-0.24
GOOG,27.752885818481445,2014-05-30,2014-06-03,27.01183319091797,1,-0.27
GOOG,27.89365768432617,2014-08-12,2014-08-13,28.49095916748047,-1,-0.25
GOOG,28.916751861572266,2014-08-21,2014-08-27,28.303590774536133,1,-0.25
GOOG,28.64759635925293,2014-09-03,2014-09-08,29.23151016235352,-1,-0.25
GOOG,28.81662368774414,2014-09-11,2014-09-19,29.54676818847656,1,-0.05
GOOG,28.515745162963867,2014-10-03,2014-10-07,27.943721771240234,-1,-0.07
GOOG,26.195940017700195,2015-02-02,2015-02-12,26.91220092773437,1,-0.04
GOOG,26.84677124023437,2015-04-08,2015-04-14,26.29061508178711,-1,-0.06
GOOG,28.821184158325195,2015-07-16,2015-07-17,33.44768142700195,1,0.52
GOOG,31.103614807128903,2015-09-11,2015-09-17,31.95505714416504,-1,-0.28
GOOG,32.1424446105957,2015-10-12,2015-10-15,32.8914909362793,1,-0.07
GOOG,36.08898162841797,2016-01-12,2016-01-13,34.821022033691406,-1,-0.02
GOOG,36.30867767333984,2016-03-14,2016-03-30,37.30475616455078,1,-0.06
GOOG,34.44574737548828,2016-04-29,2016-05-06,35.34589767456055,-1,-0.28
GOOG,35.62076568603516,2016-06-07,2016-06-14,35.70128631591797,1,-0.17
GOOG,35.70128631591797,2016-06-14,2016-06-17,34.38163375854492,-1,-0.01
GOOG,36.47220230102539,2016-07-18,2016-07-29,38.21236038208008,1,0.02
