Datetime,Close,High,Low,Open,Volume,Symbol,Price
2023-07-31 13:30:00+00:00,113.19869995117188,114.30000305175781,112.7699966430664,114.16000366210938,14728857,AMD,113.19869995117188
2023-07-31 14:30:00+00:00,112.86000061035156,113.37999725341797,112.3499984741211,113.19100189208984,7670175,AMD,112.86000061035156
2023-07-31 15:30:00+00:00,113.69879913330078,113.7301025390625,112.69000244140625,112.87000274658203,6384725,AMD,113.69879913330078
2023-07-31 16:30:00+00:00,113.91000366210938,114.08999633789062,113.52999877929688,113.69000244140625,5734963,AMD,113.91000366210938
2023-07-31 17:30:00+00:00,114.29499816894531,114.68000030517578,113.81999969482422,113.93000030517578,6433597,AMD,114.29499816894531
2023-07-31 18:30:00+00:00,113.87090301513672,114.4800033569336,113.81999969482422,114.30000305175781,5117869,AMD,113.87090301513672
2023-07-31 19:30:00+00:00,114.41999816894531,114.43000030517578,113.69000244140625,113.87999725341797,5106675,AMD,114.41999816894531
2023-08-01 13:30:00+00:00,115.97989654541016,115.98999786376953,113.16000366210938,114.26000213623047,19060686,AMD,115.97989654541016
2023-08-01 14:30:00+00:00,116.29000091552734,117.61000061035156,115.9800033569336,115.98999786376953,15668271,AMD,116.29000091552734
2023-08-01 15:30:00+00:00,117.23500061035156,117.3499984741211,116.01000213623047,116.27999877929688,9554064,AMD,117.23500061035156
2023-08-01 16:30:00+00:00,117.27999877929688,117.41999816894531,116.66000366210938,117.2300033569336,6737065,AMD,117.27999877929688
2023-08-01 17:30:00+00:00,117.44000244140625,117.87899780273438,116.72000122070312,117.2699966430664,8038331,AMD,117.44000244140625
2023-08-01 18:30:00+00:00,117.72000122070312,118.19000244140625,117.19000244140625,117.44000244140625,10047282,AMD,117.72000122070312
2023-08-01 19:30:00+00:00,117.64009857177734,117.97000122070312,117.36000061035156,117.7300033569336,8077524,AMD,117.64009857177734
2023-08-02 13:30:00+00:00,112.11499786376953,119.5,110.93000030517578,119.48999786376953,53050011,AMD,112.11499786376953
2023-08-02 14:30:00+00:00,109.8948974609375,112.45999908447266,109.13999938964844,112.0999984741211,29240121,AMD,109.8948974609375
2023-08-02 15:30:00+00:00,108.35150146484375,110.38999938964844,107.37999725341797,109.9000015258789,23456370,AMD,108.35150146484375
2023-08-02 16:30:00+00:00,110.04000091552734,110.75070190429688,108.26000213623047,108.36499786376953,22983352,AMD,110.04000091552734
2023-08-02 17:30:00+00:00,110.59989929199219,110.93990325927734,109.2699966430664,110.0250015258789,13855408,AMD,110.59989929199219
