Datetime,Close,High,Low,Open,Volume,Symbol,Price
2023-07-31 13:30:00+00:00,101.48999786376953,101.93000030517578,99.72000122070312,99.79000091552734,6462333,BABA,101.48999786376953
2023-07-31 14:30:00+00:00,101.92500305175781,102.04000091552734,101.11009979248047,101.5,2936663,BABA,101.92500305175781
2023-07-31 15:30:00+00:00,101.75,102.13999938964844,101.5250015258789,101.93000030517578,1703363,BABA,101.75
2023-07-31 16:30:00+00:00,101.53970336914062,101.91000366210938,101.45999908447266,101.72989654541016,1231735,BABA,101.53970336914062
2023-07-31 17:30:00+00:00,101.9834976196289,101.9834976196289,101.48999786376953,101.52999877929688,1140762,BABA,101.9834976196289
2023-07-31 18:30:00+00:00,102.20999908447266,102.5,101.94999694824219,101.98999786376953,2009417,BABA,102.20999908447266
2023-07-31 19:30:00+00:00,102.16999816894531,102.30999755859375,101.94999694824219,102.21499633789062,1511291,BABA,102.16999816894531
2023-08-01 13:30:00+00:00,100.7300033569336,101.08000183105469,99.30000305175781,99.87000274658203,6234379,BABA,100.7300033569336
2023-08-01 14:30:00+00:00,99.91000366210938,101.16000366210938,99.56999969482422,100.73999786376953,2514561,BABA,99.91000366210938
2023-08-01 15:30:00+00:00,99.83999633789062,100.37000274658203,99.83999633789062,99.91000366210938,1276672,BABA,99.83999633789062
2023-08-01 16:30:00+00:00,100.0199966430664,100.2300033569336,99.76000213623047,99.83999633789062,864481,BABA,100.0199966430664
2023-08-01 17:30:00+00:00,100.0999984741211,100.2249984741211,99.88999938964844,100.0250015258789,718075,BABA,100.0999984741211
2023-08-01 18:30:00+00:00,100.23600006103516,100.28500366210938,100.0199966430664,100.12999725341797,1142490,BABA,100.23600006103516
2023-08-01 19:30:00+00:00,100.0999984741211,100.31999969482422,100.04000091552734,100.23999786376953,1083684,BABA,100.0999984741211
2023-08-02 13:30:00+00:00,96.0999984741211,97.73999786376953,95.87999725341797,97.72000122070312,6072580,BABA,96.0999984741211
2023-08-02 14:30:00+00:00,95.48999786376953,96.29499816894531,95.04000091552734,96.11000061035156,3405785,BABA,95.48999786376953
2023-08-02 15:30:00+00:00,95.05000305175781,95.5,94.55999755859375,95.48999786376953,2524171,BABA,95.05000305175781
2023-08-02 16:30:00+00:00,95.37999725341797,95.52999877929688,94.91290283203125,95.04049682617188,1707717,BABA,95.37999725341797
2023-08-02 17:30:00+00:00,95.40499877929688,95.58499908447266,95.22000122070312,95.36000061035156,1100779,BABA,95.40499877929688
2023-08-02 18:30:00+00:00,95.02999877929688,95.41999816894531,94.97000122070312,95.41000366210938,1493370,BABA,95.02999877929688
2023-08-02 19:30:00+00:00,95.08999633789062,95.31999969482422,94.94999694824219,95.0250015258789,2341676,BABA,95.08999633789062
2023-08-03 13:30:00+00:00,97.18990325927734,98.0999984741211,96.58000183105469,96.94999694824219,5839415,BABA,97.18990325927734
2023-08-03 14:30:00+00:00,98.0000991821289,98.48999786376953,97.11160278320312,97.16999816894531,3044301,BABA,98.0000991821289
2023-08-03 15:30:00+00:00,98.08000183105469,98.41899871826172,97.91000366210938,98.01000213623047,1361100,BABA,98.08000183105469
2023-08-03 16:30:00+00:00,97.59140014648438,98.2699966430664,97.56999969482422,98.0718994140625,1074270,BABA,97.59140014648438
2023-08-03 17:30:00+00:00,97.66999816894531,97.74500274658203,97.5,97.5999984741211,746180,BABA,97.66999816894531
2023-08-03 18:30:00+00:00,97.78959655761719,97.80000305175781,97.37999725341797,97.66000366210938,1138459,BABA,97.78959655761719
2023-08-03 19:30:00+00:00,97.58599853515625,97.83000183105469,97.46309661865234,97.78500366210938,1165161,BABA,97.58599853515625
2023-08-04 13:30:00+00:00,97.52999877929688,98.40119934082031,96.69000244140625,97.7750015258789,3827251,BABA,97.52999877929688
2023-08-04 14:30:00+00:00,97.89009857177734,97.9000015258789,97.25,97.5199966430664,1328408,BABA,97.89009857177734
