Datetime,Close,High,Low,Open,Volume,Symbol,Price
2023-07-31 13:30:00+00:00,133.27999877929688,133.8699951171875,132.3800048828125,133.1999969482422,11310419,AMZN,133.27999877929688
2023-07-31 14:30:00+00:00,133.5,133.69000244140625,132.97999572753906,133.27499389648438,5356360,AMZN,133.5
2023-07-31 15:30:00+00:00,133.48500061035156,133.5500030517578,132.89999389648438,133.5050048828125,4181117,AMZN,133.48500061035156
2023-07-31 16:30:00+00:00,133.26499938964844,133.64930725097656,133.0500030517578,133.47999572753906,3460517,AMZN,133.26499938964844
2023-07-31 17:30:00+00:00,133.27999877929688,133.5399932861328,133.1300048828125,133.26499938964844,2961116,AMZN,133.27999877929688
2023-07-31 18:30:00+00:00,133.32000732421875,133.5500030517578,133.1199951171875,133.28500366210938,3442526,AMZN,133.32000732421875
2023-07-31 19:30:00+00:00,133.73500061035156,133.74000549316406,133.17999267578125,133.31919860839844,5057855,AMZN,133.73500061035156
2023-08-01 13:30:00+00:00,131.9499969482422,133.69000244140625,131.61990356445312,133.5500030517578,12831826,AMZN,131.9499969482422
2023-08-01 14:30:00+00:00,132.6199951171875,132.8300018310547,131.90249633789062,131.94000244140625,5598671,AMZN,132.6199951171875
2023-08-01 15:30:00+00:00,132.17999267578125,132.9550018310547,132.17999267578125,132.60989379882812,4845837,AMZN,132.17999267578125
2023-08-01 16:30:00+00:00,132.2100067138672,132.65499877929688,132.07000732421875,132.17999267578125,2679592,AMZN,132.2100067138672
2023-08-01 17:30:00+00:00,131.71470642089844,132.22000122070312,131.6699981689453,132.2050018310547,4345178,AMZN,131.71470642089844
2023-08-01 18:30:00+00:00,131.96499633789062,132.09500122070312,131.72000122070312,131.72000122070312,3467679,AMZN,131.96499633789062
2023-08-01 19:30:00+00:00,131.6999969482422,132.08999633789062,131.66000366210938,131.96499633789062,3726444,AMZN,131.6999969482422
2023-08-02 13:30:00+00:00,128.69140625,130.22999572753906,128.3000030517578,130.1540069580078,11987365,AMZN,128.69140625
2023-08-02 14:30:00+00:00,128.5500030517578,128.7899932861328,127.91000366210938,128.69500732421875,5997859,AMZN,128.5500030517578
2023-08-02 15:30:00+00:00,126.9000015258789,128.6999969482422,126.81999969482422,128.5449981689453,7061479,AMZN,126.9000015258789
2023-08-02 16:30:00+00:00,128.17999267578125,128.25999450683594,126.87999725341797,126.8927993774414,4588176,AMZN,128.17999267578125
2023-08-02 17:30:00+00:00,128.6800994873047,128.82000732421875,128.0850067138672,128.19000244140625,4043610,AMZN,128.6800994873047
2023-08-02 18:30:00+00:00,127.98500061035156,128.7550048828125,127.9000015258789,128.67999267578125,3986653,AMZN,127.98500061035156
2023-08-02 19:30:00+00:00,128.22000122070312,128.5800018310547,127.84089660644531,127.98500061035156,6245201,AMZN,128.22000122070312
2023-08-03 13:30:00+00:00,127.42500305175781,128.86000061035156,126.41000366210938,127.0,14250145,AMZN,127.42500305175781
2023-08-03 14:30:00+00:00,128.8618927001953,129.11000061035156,127.4000015258789,127.43499755859375,7713744,AMZN,128.8618927001953
2023-08-03 15:30:00+00:00,128.89999389648438,129.27000427246094,128.41000366210938,128.8699951171875,6696325,AMZN,128.89999389648438
2023-08-03 16:30:00+00:00,129.3594970703125,129.83999633789062,128.80499267578125,128.9199981689453,8284714,AMZN,129.3594970703125
2023-08-03 17:30:00+00:00,129.0800018310547,129.49000549316406,128.75999450683594,129.36000061035156,5640906,AMZN,129.0800018310547
2023-08-03 18:30:00+00:00,128.88999938964844,129.3800048828125,128.38999938964844,129.0800018310547,8410515,AMZN,128.88999938964844
2023-08-03 19:30:00+00:00,128.91000366210938,129.36000061035156,128.55999755859375,128.89500427246094,9847194,AMZN,128.91000366210938
2023-08-04 13:30:00+00:00,141.47000122070312,142.02000427246094,140.00999450683594,141.70730590820312,59136286,AMZN,141.47000122070312
2023-08-04 14:30:00+00:00,142.94009399414062,143.6300048828125,141.35000610351562,141.4499969482422,24543457,AMZN,142.94009399414062
2023-08-04 15:30:00+00:00,142.97999572753906,143.5,142.22999572753906,142.9550018310547,13953784,AMZN,142.97999572753906
2023-08-04 16:30:00+00:00,142.58999633789062,143.32000732421875,142.25999450683594,142.97549438476562,9110032,AMZN,142.58999633789062
2023-08-04 17:30:00+00:00,141.32000732421875,142.58999633789062,141.00999450683594,142.58999633789062,12190163,AMZN,141.32000732421875
2023-08-04 18:30:00+00:00,140.2550048828125,141.44500732421875,140.10989379882812,141.3000030517578,13510811,AMZN,140.2550048828125
2023-08-04 19:30:00+00:00,139.59249877929688,140.32000732421875,139.32000732421875,140.25999450683594,13378732,AMZN,139.59249877929688
2023-08-07 13:30:00+00:00,140.6300048828125,141.24000549316406,138.9499969482422,140.99000549316406,20268164,AMZN,140.6300048828125
2023-08-07 14:30:00+00:00,139.69000244140625,140.8000030517578,139.17999267578125,140.625,9822178,AMZN,139.69000244140625
2023-08-07 15:30:00+00:00,141.44500732421875,141.4499969482422,139.3300018310547,139.68499755859375,6931862,AMZN,141.44500732421875
2023-08-07 16:30:00+00:00,141.97000122070312,142.5399932861328,141.02999877929688,141.44500732421875,9504236,AMZN,141.97000122070312
2023-08-07 17:30:00+00:00,141.92999267578125,142.3000030517578,141.61000061035156,141.97000122070312,6560879,AMZN,141.92999267578125
2023-08-07 18:30:00+00:00,141.38999938964844,142.3800048828125,141.35000610351562,141.92999267578125,6851235,AMZN,141.38999938964844
2023-08-07 19:30:00+00:00,142.1699981689453,142.3000030517578,141.35000610351562,141.39810180664062,6618183,AMZN,142.1699981689453
2023-08-08 13:30:00+00:00,139.64999389648438,140.83999633789062,138.8000030517578,140.3242950439453,14102186,AMZN,139.64999389648438
2023-08-08 14:30:00+00:00,139.47000122070312,139.66000366210938,138.4199981689453,139.66000366210938,9690478,AMZN,139.47000122070312
2023-08-08 15:30:00+00:00,139.69000244140625,139.75,138.6199951171875,139.47500610351562,4933155,AMZN,139.69000244140625
2023-08-08 16:30:00+00:00,139.69000244140625,140.3300018310547,139.36000061035156,139.68499755859375,5291971,AMZN,139.69000244140625
2023-08-08 17:30:00+00:00,139.66000366210938,140.02999877929688,139.39500427246094,139.67999267578125,3799492,AMZN,139.66000366210938
2023-08-08 18:30:00+00:00,139.72999572753906,139.84500122070312,139.3699951171875,139.6699981689453,4568686,AMZN,139.72999572753906
2023-08-08 19:30:00+00:00,139.89999389648438,140.1300048828125,139.4550018310547,139.72999572753906,5031593,AMZN,139.89999389648438
2023-08-09 13:30:00+00:00,139.0699005126953,140.32000732421875,138.36000061035156,139.97000122070312,10253904,AMZN,139.0699005126953
2023-08-09 14:30:00+00:00,137.25999450683594,139.16000366210938,137.14500427246094,139.05999755859375,7744203,AMZN,137.25999450683594
2023-08-09 15:30:00+00:00,137.94769287109375,138.1199951171875,137.10000610351562,137.25999450683594,5474944,AMZN,137.94769287109375
2023-08-09 16:30:00+00:00,138.16000366210938,138.6999969482422,137.9149932861328,137.94500732421875,4695301,AMZN,138.16000366210938
2023-08-09 17:30:00+00:00,138.89999389648438,138.94000244140625,138.14999389648438,138.1649932861328,3646041,AMZN,138.89999389648438
2023-08-09 18:30:00+00:00,138.77000427246094,139.17999267578125,138.4727020263672,138.91000366210938,4532334,AMZN,138.77000427246094
2023-08-09 19:30:00+00:00,137.86000061035156,138.8699951171875,137.6999969482422,138.77000427246094,6576563,AMZN,137.86000061035156
2023-08-10 13:30:00+00:00,140.0200958251953,140.41000366210938,138.9188995361328,139.0749969482422,12550689,AMZN,140.0200958251953
2023-08-10 14:30:00+00:00,139.35000610351562,140.2899932861328,138.93479919433594,140.02000427246094,7319306,AMZN,139.35000610351562
2023-08-10 15:30:00+00:00,138.47500610351562,139.72999572753906,138.0449981689453,139.35000610351562,6104218,AMZN,138.47500610351562
2023-08-10 16:30:00+00:00,138.03590393066406,138.97000122070312,137.74000549316406,138.47000122070312,6019121,AMZN,138.03590393066406
2023-08-10 17:30:00+00:00,138.44500732421875,138.72999572753906,137.49000549316406,138.02000427246094,5517107,AMZN,138.44500732421875
2023-08-10 18:30:00+00:00,138.35000610351562,138.77999877929688,137.99000549316406,138.44500732421875,6515957,AMZN,138.35000610351562
2023-08-10 19:30:00+00:00,138.58999633789062,138.69000244140625,138.0050048828125,138.35000610351562,4773084,AMZN,138.58999633789062
2023-08-11 13:30:00+00:00,138.86000061035156,139.3300018310547,137.0,137.39999389648438,11843722,AMZN,138.86000061035156
2023-08-11 14:30:00+00:00,137.97320556640625,139.25,137.86000061035156,138.8699951171875,6171891,AMZN,137.97320556640625
2023-08-11 15:30:00+00:00,138.52000427246094,138.8300018310547,137.89999389648438,137.9600067138672,4170734,AMZN,138.52000427246094
2023-08-11 16:30:00+00:00,138.74000549316406,138.80999755859375,138.1300048828125,138.52000427246094,3480807,AMZN,138.74000549316406
2023-08-11 17:30:00+00:00,138.60000610351562,138.80999755859375,138.16050720214844,138.74000549316406,3765935,AMZN,138.60000610351562
2023-08-11 18:30:00+00:00,138.54879760742188,138.86000061035156,138.0500030517578,138.60000610351562,4019532,AMZN,138.54879760742188
2023-08-11 19:30:00+00:00,138.4600067138672,138.72999572753906,138.17999267578125,138.5399932861328,3872038,AMZN,138.4600067138672
2023-08-14 13:30:00+00:00,139.818603515625,140.0800018310547,137.75,138.42999267578125,11738083,AMZN,139.818603515625
2023-08-14 14:30:00+00:00,139.99000549316406,140.53640747070312,139.6199951171875,139.82809448242188,6094097,AMZN,139.99000549316406
2023-08-14 15:30:00+00:00,138.91000366210938,140.04469299316406,138.53500366210938,140.0,4949291,AMZN,138.91000366210938
2023-08-14 16:30:00+00:00,139.47000122070312,139.4949951171875,138.7899932861328,138.9149932861328,3776977,AMZN,139.47000122070312
2023-08-14 17:30:00+00:00,139.5399932861328,139.6999969482422,139.22000122070312,139.47000122070312,3389897,AMZN,139.5399932861328
2023-08-14 18:30:00+00:00,139.5749969482422,139.80999755859375,139.30999755859375,139.5399932861328,4051667,AMZN,139.5749969482422
2023-08-14 19:30:00+00:00,140.5800018310547,140.58999633789062,139.5399932861328,139.57000732421875,6113630,AMZN,140.5800018310547
2023-08-15 13:30:00+00:00,138.02999877929688,141.27780151367188,137.94500732421875,140.0500030517578,12949404,AMZN,138.02999877929688
2023-08-15 14:30:00+00:00,138.25,138.55499267578125,137.6999969482422,138.02999877929688,7011920,AMZN,138.25
2023-08-15 15:30:00+00:00,138.185302734375,138.4499969482422,137.85000610351562,138.24000549316406,3760267,AMZN,138.185302734375
2023-08-15 16:30:00+00:00,138.160400390625,138.3498992919922,137.80999755859375,138.1999969482422,2982745,AMZN,138.160400390625
2023-08-15 17:30:00+00:00,137.97940063476562,138.19000244140625,137.71009826660156,138.16000366210938,3152630,AMZN,137.97940063476562
2023-08-15 18:30:00+00:00,137.29029846191406,138.22999572753906,137.27999877929688,137.97999572753906,3537816,AMZN,137.29029846191406
2023-08-15 19:30:00+00:00,137.6999969482422,137.85000610351562,137.22999572753906,137.2899932861328,3962703,AMZN,137.6999969482422
2023-08-16 13:30:00+00:00,136.6649932861328,137.27000427246094,135.85499572753906,137.19000244140625,10771295,AMZN,136.6649932861328
2023-08-16 14:30:00+00:00,136.6699981689453,137.07000732421875,136.3300018310547,136.66000366210938,4047637,AMZN,136.6699981689453
2023-08-16 15:30:00+00:00,135.60000610351562,136.67999267578125,135.41180419921875,136.65499877929688,5165798,AMZN,135.60000610351562
2023-08-16 16:30:00+00:00,135.87010192871094,135.92010498046875,135.2899932861328,135.60000610351562,3240403,AMZN,135.87010192871094
2023-08-16 17:30:00+00:00,136.65499877929688,136.75999450683594,135.6999969482422,135.8699951171875,4285278,AMZN,136.65499877929688
2023-08-16 18:30:00+00:00,135.53500366210938,136.9199981689453,135.2949981689453,136.64999389648438,4890173,AMZN,135.53500366210938
2023-08-16 19:30:00+00:00,135.03500366210938,135.75999450683594,135.00999450683594,135.5399932861328,4991916,AMZN,135.03500366210938
2023-08-17 13:30:00+00:00,134.35000610351562,136.0850067138672,134.1999969482422,135.4600067138672,14267456,AMZN,134.35000610351562
2023-08-17 14:30:00+00:00,134.82989501953125,135.2899932861328,133.57000732421875,134.35000610351562,7210000,AMZN,134.82989501953125
