Symbol,Entry Price,Entry Time,Exit Time,Exit Price,Closed Position,Profit
AAPL,0.0814497023820877,1981-02-24,1981-04-10,0.0955960527062416,-1,-0.01
AAPL,0.0955960527062416,1981-04-10,1981-06-30,0.089165486395359,1,-0.01
AAPL,0.089165486395359,1981-06-30,1981-10-22,0.0668746754527092,-1,0.02
AAPL,0.0668746754527092,1981-10-22,1981-12-14,0.0621587000787258,1,-0.0
AAPL,0.0621587000787258,1981-12-14,1981-12-17,0.0724471881985664,-1,-0.01
AAPL,0.0724471881985664,1981-12-17,1982-01-18,0.0698752477765083,1,-0.0
AAPL,0.0698752477765083,1982-01-18,1982-01-26,0.0664460211992263,-1,0.0
AAPL,0.0664460211992263,1982-01-26,1982-02-08,0.0634446963667869,1,-0.0
AAPL,0.0634446963667869,1982-02-08,1982-07-26,0.0462977290153503,-1,0.02
AAPL,0.0462977290153503,1982-07-26,1982-08-09,0.0424398556351661,1,-0.0
AAPL,0.0424398556351661,1982-08-09,1982-08-17,0.0488696582615375,-1,-0.01
AAPL,0.0488696582615375,1982-08-17,1983-01-07,0.0943100601434707,1,0.05
AAPL,0.0943100601434707,1983-01-07,1983-01-19,0.1153157278895378,-1,-0.02
AAPL,0.1153157278895378,1983-01-19,1983-04-04,0.1410365402698516,1,0.03
AAPL,0.1410365402698516,1983-04-04,1983-04-20,0.1736156791448593,-1,-0.03
AAPL,0.1736156791448593,1983-04-20,1983-06-27,0.1727584153413772,1,-0.0
AAPL,0.1727584153413772,1983-06-27,1983-12-13,0.077162429690361,-1,0.1
AAPL,0.077162429690361,1983-12-13,1984-02-08,0.0797350630164146,1,0.0
AAPL,0.0797350630164146,1984-02-08,1984-02-27,0.0925954580307006,-1,-0.01
AAPL,0.0925954580307006,1984-02-27,1984-03-27,0.0857362225651741,1,-0.01
AAPL,0.0857362225651741,1984-03-27,1984-04-23,0.0973106622695922,-1,-0.01
AAPL,0.0973106622695922,1984-04-23,1984-06-14,0.0990252867341041,1,0.0
AAPL,0.0990252867341041,1984-06-14,1984-08-10,0.0977393165230751,-1,0.0
AAPL,0.0977393165230751,1984-08-10,1984-09-11,0.0921668335795402,1,-0.01
AAPL,0.0921668335795402,1984-09-11,1984-09-20,0.0930240973830223,-1,-0.0
AAPL,0.0930240973830223,1984-09-20,1984-09-25,0.0895940884947776,1,-0.0
AAPL,0.0895940884947776,1984-09-25,1984-12-05,0.0895940884947776,-1,0.0
AAPL,0.0895940884947776,1984-12-05,1985-02-21,0.0921668335795402,1,0.0
AAPL,0.0921668335795402,1985-02-21,1985-09-20,0.0574434846639633,-1,0.03
AAPL,0.0574434846639633,1985-09-20,1986-07-15,0.1196021661162376,1,0.06
AAPL,0.1196021661162376,1986-07-15,1986-08-20,0.1243174001574516,-1,-0.0
AAPL,0.1243174001574516,1986-08-20,1986-09-18,0.1166016608476638,1,-0.01
AAPL,0.1166016608476638,1986-09-18,1986-09-25,0.1183162853121757,-1,-0.0
AAPL,0.1183162853121757,1986-09-25,1986-10-06,0.1170303076505661,1,-0.0
AAPL,0.1170303076505661,1986-10-06,1986-11-05,0.126890167593956,-1,-0.01
AAPL,0.126890167593956,1986-11-05,1987-10-19,0.2510554194450378,1,0.12
AAPL,0.2510554194450378,1987-10-19,1987-12-22,0.2860692143440246,-1,-0.04
AAPL,0.2860692143440246,1987-12-22,1988-02-16,0.2849066853523254,1,-0.0
AAPL,0.2849066853523254,1988-02-16,1988-02-22,0.2987203299999237,-1,-0.01
AAPL,0.2987203299999237,1988-02-22,1988-03-30,0.2728199362754822,1,-0.03
AAPL,0.2728199362754822,1988-03-30,1988-06-06,0.3045014441013336,-1,-0.03
AAPL,0.3045014441013336,1988-06-06,1988-07-28,0.2949855625629425,1,-0.01
AAPL,0.2949855625629425,1988-07-28,1988-09-23,0.3033421635627746,-1,-0.01
AAPL,0.3033421635627746,1988-09-23,1988-10-11,0.2704076170921325,1,-0.03
AAPL,0.2704076170921325,1988-10-11,1988-12-12,0.2676455378532409,-1,0.0
AAPL,0.2676455378532409,1988-12-12,1989-02-01,0.2728590369224548,1,0.01
AAPL,0.2728590369224548,1989-02-01,1989-04-12,0.2683835327625274,-1,0.0
AAPL,0.2683835327625274,1989-04-12,1989-06-28,0.2916769683361053,1,0.02
AAPL,0.2916769683361053,1989-06-28,1989-08-15,0.289057195186615,-1,0.0
AAPL,0.289057195186615,1989-08-15,1989-11-06,0.3028733432292938,1,0.01
AAPL,0.3028733432292938,1989-11-06,1990-03-09,0.2597002387046814,-1,0.04
AAPL,0.2597002387046814,1990-03-09,1990-06-01,0.2877867519855499,1,0.03
AAPL,0.2877867519855499,1990-06-01,1990-06-04,0.2877867519855499,-1,0.0
AAPL,0.2877867519855499,1990-06-04,1990-06-06,0.2789596021175384,1,-0.01
AAPL,0.2789596021175384,1990-06-06,1990-06-27,0.2930839359760284,-1,-0.01
AAPL,0.2930839359760284,1990-06-27,1990-08-01,0.2992630004882812,1,0.01
AAPL,0.2992630004882812,1990-08-01,1990-11-07,0.2355297952890396,-1,0.06
AAPL,0.2355297952890396,1990-11-07,1991-04-24,0.4326763451099396,1,0.2
AAPL,0.4326763451099396,1991-04-24,1991-07-18,0.3204285800457001,-1,0.11
AAPL,0.3204285800457001,1991-07-18,1991-09-23,0.3542507886886596,1,0.03
AAPL,0.3542507886886596,1991-09-23,1991-10-22,0.3900337815284729,-1,-0.04
AAPL,0.3900337815284729,1991-10-22,1991-11-06,0.3435158431529999,1,-0.05
AAPL,0.3435158431529999,1991-11-06,1991-11-11,0.3846667110919952,-1,-0.04
AAPL,0.3846667110919952,1991-11-11,1991-12-06,0.3497226238250732,1,-0.03
AAPL,0.3497226238250732,1991-12-06,1991-12-27,0.3945583999156952,-1,-0.04
AAPL,0.3945583999156952,1991-12-27,1992-03-16,0.4554894566535949,1,0.06
AAPL,0.4554894566535949,1992-03-16,1992-05-12,0.4474042952060699,-1,0.01
AAPL,0.4474042952060699,1992-05-12,1992-06-01,0.4140961468219757,1,-0.03
AAPL,0.4140961468219757,1992-06-01,1992-09-04,0.3411934673786163,-1,0.07
AAPL,0.3411934673786163,1992-09-04,1992-10-01,0.3195302188396454,1,-0.02
