Timestamp,Close,High,Low,Open,Volume,Symbol,Price
1986-03-13,0.05959760397672653,0.062258659376531085,0.05427671719893395,0.05427671719893395,1031788800,MSFT,0.05959760397672653
1986-03-14,0.061725955456495285,0.06279074476722042,0.05959760085679742,0.05959760085679742,308160000,MSFT,0.061725955456495285
1986-03-17,0.06279073655605316,0.06332282513639621,0.06172594738457088,0.06172594738457088,133171200,MSFT,0.06279073655605316
1986-03-18,0.061193861067295074,0.06332282747819674,0.06066177246727436,0.06279073887817603,67766400,MSFT,0.061193861067295074
1986-03-19,0.06012968719005585,0.06172595307832859,0.0595975985606316,0.06119386444890434,47894400,MSFT,0.06012968719005585
1986-03-20,0.05853342264890671,0.06012968857391689,0.05800133400723666,0.06012968857391689,58435200,MSFT,0.05853342264890671
1986-03-21,0.05693715438246727,0.05959759748141204,0.055872977142889364,0.05853342024183413,59990400,MSFT,0.05693715438246727
1986-03-24,0.05534089356660843,0.05693715957145144,0.05480880489832743,0.05693715957145144,65289600,MSFT,0.05534089356660843
1986-03-25,0.05640507489442825,0.05640507489442825,0.05480880877663247,0.0553408974825644,32083200,MSFT,0.05640507489442825
1986-03-26,0.05800135061144829,0.05853343940544092,0.05587299543547777,0.056405084229470395,22752000,MSFT,0.05800135061144829
1986-03-27,0.05906551703810692,0.05906551703810692,0.05800133965121414,0.05800133965121414,16848000,MSFT,0.05906551703810692
1986-03-31,0.05853342264890671,0.05906551129057677,0.05746924536556659,0.05906551129057677,12873600,MSFT,0.05853342264890671
1986-04-01,0.05800135061144829,0.05853343940544092,0.05800135061144829,0.05853343940544092,11088000,MSFT,0.05800135061144829
1986-04-02,0.05853342264890671,0.05959759993224683,0.05800133400723666,0.05800133400723666,27014400,MSFT,0.05853342264890671
1986-04-03,0.05906551703810692,0.06066178311844608,0.05906551703810692,0.05906551703810692,23040000,MSFT,0.05906551703810692
1986-04-04,0.05906551703810692,0.05959760573155331,0.05906551703810692,0.05906551703810692,26582400,MSFT,0.05906551703810692
1986-04-07,0.05800135061144829,0.05959761699342618,0.056937173023463024,0.059065528199433545,16560000,MSFT,0.05800135061144829
1986-04-08,0.05853342264890671,0.05959759993224683,0.05800133400723666,0.05800133400723666,10252800,MSFT,0.05853342264890671
1986-04-09,0.05959760397672653,0.060129692654505795,0.05853342662116802,0.05853342662116802,12153600,MSFT,0.05959760397672653
1986-04-10,0.06012968719005585,0.06066177581948009,0.0585334213017831,0.0595975985606316,13881600,MSFT,0.06012968719005585
1986-04-11,0.061193861067295074,0.06225865027815532,0.06066177246727436,0.06066177246727436,17222400,MSFT,0.061193861067295074
1986-04-14,0.061725955456495285,0.06225865611729596,0.06119386680657082,0.06119386680657082,12153600,MSFT,0.061725955456495285
1986-04-15,0.061725955456495285,0.061725955456495285,0.05959760085679742,0.061725955456495285,9302400,MSFT,0.061725955456495285
1986-04-16,0.06385493278503418,0.06438702152426903,0.06119387707788101,0.061725965817115855,31910400,MSFT,0.06385493278503418
1986-04-17,0.0643870159983635,0.0643870159983635,0.06385492730479425,0.06385492730479425,22003200,MSFT,0.0643870159983635
1986-04-18,0.06225864961743355,0.06438700399492918,0.06172594901224732,0.06438700399492918,21628800,MSFT,0.06225864961743355
1986-04-21,0.06225864961743355,0.06279073821180746,0.0606617718234995,0.06225864961743355,22924800,MSFT,0.06225864961743355
1986-04-22,0.061193861067295074,0.06225865027815532,0.061193861067295074,0.06225865027815532,15552000,MSFT,0.061193861067295074
1986-04-23,0.06145991384983063,0.06172596048006776,0.06066178309361066,0.06119387178683921,15609600,MSFT,0.06145991384983063
1986-04-24,0.06757955253124237,0.06864372998721843,0.061193875784419954,0.061459917864790964,62352000,MSFT,0.06757955253124237
1986-04-25,0.07183685898780823,0.07476334864888412,0.06811162667839621,0.06811162667839621,85795200,MSFT,0.07183685898780823
1986-04-28,0.07236896455287933,0.07290105329159295,0.07130417506447374,0.0718368758141657,28886400,MSFT,0.07236896455287933
1986-04-29,0.07023999094963074,0.0723689577142842,0.06970790226119751,0.0723689577142842,30326400,MSFT,0.07023999094963074
1986-04-30,0.0686437338590622,0.07077208889106401,0.06704746758506083,0.07024000013306356,30902400,MSFT,0.0686437338590622
1986-05-01,0.06757955253124237,0.06864372998721843,0.06651537507526631,0.06864372998721843,54345600,MSFT,0.06757955253124237
1986-05-02,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06757955253124237,20246400,MSFT,0.06757955253124237
1986-05-05,0.06704748421907425,0.06757957310908225,0.06704748421907425,0.06757957310908225,3254400,MSFT,0.06704748421907425
1986-05-06,0.06757955253124237,0.06864372998721843,0.06757955253124237,0.06757955253124237,9734400,MSFT,0.06757955253124237
1986-05-07,0.06757955253124237,0.0681116412592304,0.06651537507526631,0.06757955253124237,5155200,MSFT,0.06757955253124237
1986-05-08,0.0681116059422493,0.0681116059422493,0.06704742903806636,0.06757951749015784,3542400,MSFT,0.0681116059422493
1986-05-09,0.06757955253124237,0.0681116412592304,0.06757955253124237,0.0681116412592304,6076800,MSFT,0.06757955253124237
1986-05-12,0.0681116059422493,0.06970787129852372,0.06757951749015784,0.06757951749015784,10483200,MSFT,0.0681116059422493
1986-05-13,0.0686437338590622,0.06917582261706265,0.06811164510106174,0.06811164510106174,3830400,MSFT,0.0686437338590622
1986-05-14,0.0681116059422493,0.06864369439434077,0.0681116059422493,0.06864369439434077,9302400,MSFT,0.0681116059422493
1986-05-15,0.0681116059422493,0.06917578284643225,0.0681116059422493,0.0681116059422493,3801600,MSFT,0.0681116059422493
1986-05-16,0.0686437338590622,0.07024000013306356,0.06811164510106174,0.06811164510106174,11952000,MSFT,0.0686437338590622
1986-05-19,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06864372998721843,11001600,MSFT,0.06757955253124237
1986-05-20,0.06704748421907425,0.06757957310908225,0.06651539532906625,0.06757957310908225,61977600,MSFT,0.06704748421907425
1986-05-21,0.06598328799009323,0.06757955421380028,0.06598328799009323,0.0670474654725646,8092800,MSFT,0.06598328799009323
1986-05-22,0.06598328799009323,0.06651537673132892,0.06598328799009323,0.06598328799009323,4406400,MSFT,0.06598328799009323
1986-05-23,0.06598328799009323,0.0670474654725646,0.06598328799009323,0.06598328799009323,4089600,MSFT,0.06598328799009323
1986-05-27,0.0681116059422493,0.0681116059422493,0.06598325213388341,0.06598325213388341,13881600,MSFT,0.0681116059422493
1986-05-28,0.07023999094963074,0.07023999094963074,0.0681116361958978,0.0681116361958978,15523200,MSFT,0.07023999094963074
1986-05-29,0.07183685898780823,0.07290103621597309,0.06970789252064351,0.07023998113472595,45676800,MSFT,0.07183685898780823
1986-05-30,0.0744972825050354,0.07556145945388741,0.07236892860733139,0.07236892860733139,27072000,MSFT,0.0744972825050354
1986-06-02,0.07236896455287933,0.07449731950773382,0.07236896455287933,0.07449731950773382,19728000,MSFT,0.07236896455287933
1986-06-03,0.07236896455287933,0.07236896455287933,0.07130417506447374,0.07236896455287933,5011200,MSFT,0.07236896455287933
1986-06-04,0.07183685898780823,0.07290103621597309,0.07130415836289081,0.07236894760189065,4723200,MSFT,0.07183685898780823
1986-06-05,0.07290104776620865,0.07290104776620865,0.07130416966012151,0.07183687036943853,13708800,MSFT,0.07290104776620865
1986-06-06,0.07290104776620865,0.07290104776620865,0.07183687036943853,0.07290104776620865,3427200,MSFT,0.07290104776620865
1986-06-09,0.06970788538455963,0.07290102875300311,0.06970788538455963,0.07290102875300311,12672000,MSFT,0.06970788538455963
1986-06-10,0.06970788538455963,0.06970788538455963,0.06864370826533592,0.06970788538455963,3427200,MSFT,0.06970788538455963
1986-06-11,0.06970788538455963,0.06970788538455963,0.06864370826533592,0.06970788538455963,2304000,MSFT,0.06970788538455963
1986-06-12,0.06704748421907425,0.06970792866911424,0.06651539532906625,0.06970792866911424,13708800,MSFT,0.06704748421907425
1986-06-13,0.06704748421907425,0.06757957310908225,0.06651539532906625,0.06704748421907425,7891200,MSFT,0.06704748421907425
1986-06-16,0.06651535630226135,0.06757953345788868,0.06598326772444768,0.06704744488007501,9590400,MSFT,0.06651535630226135
1986-06-17,0.06757955253124237,0.06864372998721843,0.06704746380325434,0.06704746380325434,13075200,MSFT,0.06757955253124237
1986-06-18,0.06704748421907425,0.06757957310908225,0.06598330643905825,0.06757957310908225,4348800,MSFT,0.06704748421907425
1986-06-19,0.06651535630226135,0.06757953345788868,0.06598326772444768,0.06704744488007501,8467200,MSFT,0.06651535630226135
1986-06-20,0.0667814165353775,0.06704745859508267,0.06651536990842669,0.06651536990842669,3801600,MSFT,0.0667814165353775
1986-06-23,0.06757955253124237,0.06757955253124237,0.06545119761929023,0.06678142172288333,46195200,MSFT,0.06757955253124237
1986-06-24,0.06704748421907425,0.06811166199909024,0.06651539532906625,0.06757957310908225,14572800,MSFT,0.06704748421907425
1986-06-25,0.06598328799009323,0.06757955421380028,0.06598328799009323,0.0670474654725646,15235200,MSFT,0.06598328799009323
1986-06-26,0.06385493278503418,0.06651537648120842,0.06385493278503418,0.06598328774197357,19152000,MSFT,0.06385493278503418
1986-06-27,0.06332285702228546,0.0643870347188326,0.06279076817401189,0.06385494587055904,10396800,MSFT,0.06332285702228546
1986-06-30,0.06545118987560272,0.06704745587070876,0.06279074655042599,0.06332283521546134,62352000,MSFT,0.06545118987560272
1986-07-01,0.06545118987560272,0.06545118987560272,0.06491910121056738,0.06545118987560272,47577600,MSFT,0.06545118987560272
1986-07-02,0.06545118987560272,0.06545118987560272,0.06491910121056738,0.06545118987560272,52617600,MSFT,0.06545118987560272
1986-07-03,0.06651535630226135,0.06704744488007501,0.06598326772444768,0.06598326772444768,14140800,MSFT,0.06651535630226135
1986-07-07,0.06385493278503418,0.06651537648120842,0.06385493278503418,0.06651537648120842,14054400,MSFT,0.06385493278503418
1986-07-08,0.06225864961743355,0.06385491540055527,0.06172594901224732,0.06385491540055527,14256000,MSFT,0.06225864961743355
1986-07-09,0.05959760397672653,0.062258659376531085,0.059065515298947276,0.062258659376531085,46137600,MSFT,0.05959760397672653
1986-07-10,0.05800135061144829,0.06012970578741881,0.05534090664148513,0.05959761699342618,46886400,MSFT,0.05800135061144829
1986-07-11,0.05959760397672653,0.06066178133228505,0.058001337943388756,0.058001337943388756,17395200,MSFT,0.05959760397672653
1986-07-14,0.05879947543144226,0.06012969956233215,0.05800134460670522,0.05800134460670522,28598400,MSFT,0.05879947543144226
1986-07-15,0.05959760397672653,0.06066178133228505,0.058001337943388756,0.05879946867643485,13190400,MSFT,0.05959760397672653
1986-07-16,0.061725955456495285,0.061725955456495285,0.06012968950672189,0.06012968950672189,9360000,MSFT,0.061725955456495285
