Timestamp,Close,High,Low,Open,Volume,Symbol,Price
2012-05-18,38.02141189575195,44.75447438649778,37.79266725970924,41.82056919571728,573576400,META,38.02141189575195
2012-05-21,33.84432601928711,36.459977408452524,32.81994706729023,36.33068564559697,168192700,META,33.84432601928711
2012-05-22,30.83085823059082,33.40672686032133,30.771186132901118,32.432074377975134,101786600,META,30.83085823059082
2012-05-23,31.825403213500977,32.32267513871193,31.18889575625235,31.19884142238959,73600000,META,31.825403213500977
2012-05-24,32.84978103637695,33.028799226810904,31.59665749722285,32.77021950389718,50237200,META,32.84978103637695
2012-05-25,31.73589515686035,32.77022170578045,30.940260809184828,32.720495270403944,37149800,META,31.73589515686035
2012-05-29,28.68264389038086,31.517094153787344,28.49368003363595,31.308238965397326,78063400,META,28.68264389038086
2012-05-30,28.036191940307617,29.388770299782777,27.70799254243488,28.543409536464004,57267900,META,28.036191940307617
2012-05-31,29.43849754333496,29.508115307441713,26.683610698064467,28.39422539090826,111639200,META,29.43849754333496
2012-06-01,27.568754196166992,28.990952172010452,27.24055480919864,28.73237054940784,41855500,META,27.568754196166992
2012-06-04,26.753231048583984,27.499138988025596,26.295741756258618,27.05159536252582,35230300,META,26.753231048583984
2012-06-05,25.728851318359375,27.608538667047362,25.609505216675757,26.55432267276678,42473400,META,25.728851318359375
2012-06-06,26.663721084594727,27.021757491006888,25.380760456521028,25.92775883570234,61489200,META,26.663721084594727
2012-06-07,26.16644859313965,27.20077512470006,26.00732172627526,26.852684392081002,26159500,META,26.16644859313965
2012-06-08,26.952138900756836,27.60853769454035,26.295740106973323,26.405138641309332,38034000,META,26.952138900756836
2012-06-11,26.86263084411621,27.91684684216433,26.69355830600965,27.03170338222277,28219600,META,26.86263084411621
2012-06-12,27.250503540039062,27.61848563199969,26.812903675882595,27.330066979254603,15816800,META,27.250503540039062
2012-06-13,27.1212100982666,27.946681382993642,26.952137575036158,27.509081576348652,17102800,META,27.1212100982666
2012-06-14,28.135648727416992,28.16548383131354,27.230612004734226,27.4991393214552,16855000,META,28.135648727416992
2012-06-15,29.846261978149414,29.935771078840006,28.195319293988167,28.354446162562123,43563800,META,29.846261978149414
